num_functions,cyclomatic_complexity,num_loops,num_function_calls,num_memory_allocations,num_pointer_operations,num_exp_math_operations,instruction_count,arithmetic_instr_pct,memory_instr_pct,control_instr_pct,control_path_depth,power_mw
8576,3175,2513,6459,590,9,2070,141444,1.46,0.42,2.24,2,975
8790,5113,3372,6452,1696,9,2174,166391,1.31,1.02,3.07,2,884
8398,3766,2653,6403,894,9,2112,142506,1.48,0.63,2.64,2,830
8470,4391,3217,6341,1326,9,2270,154439,1.47,0.86,2.84,2,931
8714,4211,3078,6512,1152,9,2078,147076,1.41,0.78,2.86,2,984
8904,3977,2894,7995,1808,9,3402,146147,2.33,1.24,2.72,2,941
7563,4326,3039,5972,1000,9,2284,147184,1.55,0.68,2.94,2,912
7414,4236,2754,6489,1096,9,2772,131758,2.1,0.83,3.21,2,876
4714,2427,2042,3838,144,9,1674,93257,1.8,0.15,2.6,2,876
7674,3867,2656,5853,1608,9,2036,130436,1.56,1.23,2.96,2,936
10483,5331,4363,7643,560,9,2560,197018,1.3,0.28,2.71,2,970
7095,3442,2472,4540,754,9,986,123330,0.8,0.61,2.79,2,963
6469,2873,1889,4085,754,9,778,106899,0.73,0.71,2.69,2,906
6598,3697,2538,4426,528,9,1320,124018,1.06,0.43,2.98,2,940
10074,3763,3336,6606,724,9,1470,163378,0.9,0.44,2.3,2,884
8672,3868,2584,5843,1068,9,1316,129340,1.02,0.83,2.99,2,941
10820,4205,3192,8533,1468,9,2950,174248,1.69,0.84,2.41,2,970
7262,3885,2785,6428,1216,9,2908,138493,2.1,0.88,2.81,2,871
6018,2597,2069,5136,1002,9,2134,99015,2.16,1.01,2.62,2,904
6655,3924,2517,5109,1704,9,1928,124374,1.55,1.37,3.16,2,846
8335,3063,2682,6623,616,9,2578,134849,1.91,0.46,2.27,2,914
10735,3528,2871,5867,160,9,238,156251,0.15,0.1,2.26,2,972
8429,3027,2014,5987,730,9,1554,115338,1.35,0.63,2.62,2,855
8932,3128,2755,6805,128,9,2112,142396,1.48,0.09,2.2,2,894
10418,5570,3900,8170,1902,9,3074,192327,1.6,0.99,2.9,2,962
7848,4969,3345,5885,1298,9,2084,147303,1.41,0.88,3.37,2,872
9808,3822,2497,6903,1778,9,1816,142010,1.28,1.25,2.69,2,953
7020,2961,2522,4615,338,9,1234,116941,1.06,0.29,2.53,2,966
7237,3187,2578,5899,732,9,2448,126365,1.94,0.58,2.52,2,864
9113,4182,3225,5241,412,9,846,158483,0.53,0.26,2.64,2,928
6144,2738,1900,4234,1292,9,1340,104627,1.28,1.23,2.62,2,882
9928,3230,2547,6256,372,9,1050,146401,0.72,0.25,2.21,2,852
7654,3154,2196,5291,28,9,1416,116051,1.22,0.02,2.72,2,851
10540,5244,3711,7872,1608,9,2508,185843,1.35,0.87,2.82,2,833
9060,5283,3694,6393,1328,9,1958,181793,1.08,0.73,2.91,2,963
11029,5552,3936,7833,1978,9,2288,190012,1.2,1.04,2.92,2,966
8429,4319,2515,6244,1656,9,1836,137006,1.34,1.21,3.15,2,929
9475,4717,3425,6080,1256,9,1296,159536,0.81,0.79,2.96,2,928
11380,6470,4706,8190,1788,9,2616,216505,1.21,0.83,2.99,2,831
9780,5671,3821,8293,1978,9,3470,191868,1.81,1.03,2.96,2,915
7661,3996,3118,5059,96,9,1352,141336,0.96,0.07,2.83,2,920
6972,3571,2580,4637,920,9,1154,124088,0.93,0.74,2.88,2,907
7293,3147,2577,4797,58,9,1098,118695,0.93,0.05,2.65,2,895
6872,3287,2340,6329,1882,9,2894,120541,2.4,1.56,2.73,2,987
5525,2447,1900,2963,360,9,384,87311,0.44,0.41,2.8,2,880
8974,4192,3413,6699,512,9,2240,158749,1.41,0.32,2.64,2,890
7526,4246,3418,6403,950,9,2838,142416,1.99,0.67,2.98,2,948
9333,3871,3118,7164,780,9,2602,168535,1.54,0.46,2.3,2,932
6093,2790,2027,4376,974,9,1310,104202,1.26,0.93,2.68,2,907
10711,4180,3067,8148,1720,9,2536,164006,1.55,1.05,2.55,2,813
13317,5964,4349,10395,1892,9,3452,220396,1.57,0.86,2.71,2,975
9945,5671,4247,8298,1548,9,3530,199404,1.77,0.78,2.84,2,938
10072,4144,2694,6709,1190,9,1484,158706,0.94,0.75,2.61,2,887
11201,5644,4178,8381,1648,9,2772,206120,1.34,0.8,2.74,2,922
5808,3047,2002,5103,1802,9,2272,108082,2.1,1.67,2.82,2,818
8380,3842,2852,5987,1346,9,1844,145229,1.27,0.93,2.65,2,910
9987,4379,2861,6335,1190,9,1196,149225,0.8,0.8,2.93,2,902
10401,4654,3286,6773,982,9,1300,159247,0.82,0.62,2.92,2,861
7555,4094,3214,7175,1732,9,3550,152983,2.32,1.13,2.68,2,892
9001,5086,3633,8081,1818,9,3706,176579,2.1,1.03,2.88,2,957
7908,3070,2285,4755,6,9,738,120356,0.61,0.0,2.55,2,863
8261,4012,3088,5742,66,9,1602,151344,1.06,0.04,2.65,2,910
9543,4298,3399,6505,320,9,1812,168612,1.07,0.19,2.55,2,970
11408,5547,4418,8192,960,9,2572,209239,1.23,0.46,2.65,2,851
8052,3371,2769,5453,842,9,1492,142931,1.04,0.59,2.36,2,916
6582,1888,1663,3829,252,9,552,102126,0.54,0.25,1.85,2,832
6966,3038,2198,5030,1536,9,1700,116169,1.46,1.32,2.62,2,966
7535,3127,2494,5566,616,9,1808,125473,1.44,0.49,2.49,2,930
13198,6025,4628,9719,1144,9,2860,224354,1.27,0.51,2.69,2,836
9771,4085,3225,5745,448,9,788,161933,0.49,0.28,2.52,2,933
7448,3966,2868,5571,1236,9,1874,144349,1.3,0.86,2.75,2,855
10347,5136,3585,7924,1944,9,2790,181931,1.53,1.07,2.82,2,854
9257,5390,3861,7210,1514,9,2718,187956,1.45,0.81,2.87,2,976
11036,5301,3844,8807,1238,9,3222,183295,1.76,0.68,2.89,2,937
8802,3522,2986,5455,104,9,1182,151477,0.78,0.07,2.33,2,924
10766,4709,3884,8197,1514,9,2698,193144,1.4,0.78,2.44,2,977
7842,3709,2359,6434,1644,9,2444,124433,1.96,1.32,2.98,2,844
11516,4956,3804,8702,1164,9,2916,193186,1.51,0.6,2.57,2,947
9793,4079,3024,6039,170,9,1088,154924,0.7,0.11,2.63,2,947
10495,5057,3546,9065,1750,9,3704,187574,1.97,0.93,2.7,2,841
10872,4684,3843,7962,542,9,2484,187343,1.33,0.29,2.5,2,931
9131,4019,3002,6193,372,9,1724,149950,1.15,0.25,2.68,2,877
9089,2970,2029,5447,126,9,680,119569,0.57,0.11,2.48,2,920
9156,3113,2537,6301,836,9,1452,148449,0.98,0.56,2.1,2,977
9476,5305,3583,6715,1574,9,2006,176911,1.13,0.89,3.0,2,920
12230,6182,4672,8592,1216,9,2570,223765,1.15,0.54,2.76,2,964
8997,4259,3135,6848,1730,9,2272,151056,1.5,1.15,2.82,2,886
9213,2752,2374,6121,238,9,1372,143033,0.96,0.17,1.92,2,867
8431,4188,3282,7386,1328,9,3256,153942,2.12,0.86,2.72,2,828
7900,3598,2686,5205,1164,9,1320,130640,1.01,0.89,2.75,2,873
10297,3361,2817,7785,590,9,2430,151173,1.61,0.39,2.22,2,910
11608,5824,4346,9594,1704,9,3656,209191,1.75,0.81,2.78,2,849
7436,4636,3023,5724,1252,9,2158,132327,1.63,0.95,3.5,2,931
10474,4334,3319,6032,566,9,578,168629,0.34,0.34,2.57,2,942
9817,4483,3264,6227,820,9,1128,164776,0.68,0.5,2.72,2,899
7236,3216,2351,6062,850,9,2468,120436,2.05,0.71,2.67,2,883
7965,2367,1833,5533,464,9,1396,117331,1.19,0.4,2.02,2,876
10165,4590,3680,7379,666,9,2366,174394,1.36,0.38,2.63,2,953
7080,3972,3105,5002,410,9,1618,139992,1.16,0.29,2.84,2,880
10399,5523,3961,8160,1280,9,2990,190036,1.57,0.67,2.91,2,858
6498,3145,2385,5223,1160,9,2174,121911,1.78,0.95,2.58,2,910
7575,3658,2674,6913,1822,9,3324,143543,2.32,1.27,2.55,2,916
9680,4324,2970,7306,1396,9,2252,163187,1.38,0.86,2.65,2,848
7943,3873,3069,5025,436,9,1102,135584,0.81,0.32,2.86,2,880
8912,3596,2879,6500,376,9,1952,150467,1.3,0.25,2.39,2,976
8601,5288,3930,6999,1096,9,2892,173334,1.67,0.63,3.05,2,919
9847,5296,3982,6759,694,9,1868,176685,1.06,0.39,3.0,2,960
7570,3787,2607,6129,1482,9,2318,135612,1.71,1.09,2.79,2,841
7081,3866,2474,5943,1184,9,2528,125319,2.02,0.94,3.08,2,1045
4472,1883,1625,2634,436,9,602,75994,0.79,0.57,2.48,2,771
12105,6124,4280,9123,1906,9,2940,206455,1.42,0.92,2.97,2,957
8678,3935,2868,5384,206,9,1122,143266,0.78,0.14,2.75,2,923
10303,4579,3347,8731,1868,9,3510,182018,1.93,1.03,2.52,2,911
11171,5328,3746,7217,1272,9,1610,188617,0.85,0.67,2.82,2,893
8657,2939,2288,6819,804,9,2238,128174,1.75,0.63,2.29,2,913
6391,2930,2044,4419,820,9,1210,100715,1.2,0.81,2.91,2,885
9482,5745,4222,8319,1874,9,3734,181284,2.06,1.03,3.17,2,941
9695,4860,3698,7095,1528,9,2218,180457,1.23,0.85,2.69,2,912
9448,4196,3225,7129,918,9,2326,166127,1.4,0.55,2.53,2,923
6195,3055,2092,4345,750,9,1300,107095,1.21,0.7,2.85,2,860
5835,2242,1638,3115,18,9,362,96000,0.38,0.02,2.34,2,895
9719,4630,3588,6865,1350,9,2080,177973,1.17,0.76,2.6,2,895
10099,5087,3755,6806,946,9,1760,179158,0.98,0.53,2.84,2,863
10012,4435,3170,8001,1894,9,2758,158232,1.74,1.2,2.8,2,976
9965,5541,4215,7610,770,9,2718,186504,1.46,0.41,2.97,2,840
10276,5184,3833,7691,1864,9,2532,187330,1.35,1.0,2.77,2,928
9793,3578,2848,6304,1262,9,1352,156233,0.87,0.81,2.29,2,1038
12166,5390,3868,9686,1718,9,3320,203180,1.63,0.85,2.65,2,888
10163,4626,3486,7386,816,9,2108,167646,1.26,0.49,2.76,2,919
7878,3803,2965,5009,114,9,1122,130925,0.86,0.09,2.9,2,889
8701,2798,2545,6732,398,9,2224,124744,1.78,0.32,2.24,2,862
10499,4371,3033,8222,982,9,2862,160385,1.78,0.61,2.73,2,895
9517,4493,3624,7427,830,9,2654,167326,1.59,0.5,2.69,2,899
7472,2726,2358,4808,192,9,1064,115279,0.92,0.17,2.36,2,981
7148,4500,2734,5691,1704,9,2308,134087,1.72,1.27,3.36,2,768
10829,5791,3979,8000,1842,9,2562,192557,1.33,0.96,3.01,2,955
9748,5382,4219,6954,332,9,2254,192188,1.17,0.17,2.8,2,914
7375,4055,2954,5901,788,9,2394,136732,1.75,0.58,2.97,2,969
9814,5308,3768,6957,1416,9,1988,175184,1.13,0.81,3.03,2,851
7547,3055,1909,5197,318,9,1374,113438,1.21,0.28,2.69,2,819
9999,4255,3516,7276,914,9,2106,164919,1.28,0.55,2.58,2,944
9997,4516,3107,6744,1432,9,1652,160412,1.03,0.89,2.82,2,978
11078,5011,3450,8046,1742,9,2322,173201,1.34,1.01,2.89,2,895
9484,5868,3968,7689,1960,9,3022,182334,1.66,1.07,3.22,2,972
11604,5606,3893,8398,1768,9,2338,190074,1.23,0.93,2.95,2,896
7797,2617,2239,4819,120,9,752,109017,0.69,0.11,2.4,2,895
13013,6003,4310,9856,1460,9,3170,217645,1.46,0.67,2.76,2,1001
13096,6056,4344,10193,1810,9,3528,219730,1.61,0.82,2.76,2,884
10904,4803,3703,9392,1948,9,3668,195202,1.88,1.0,2.46,2,912
10078,4065,3354,7408,1094,9,2322,163070,1.42,0.67,2.49,2,926
10128,5785,4130,7580,1836,9,2678,194504,1.38,0.94,2.97,2,949
6636,2875,2138,4005,464,9,866,116685,0.74,0.4,2.46,2,855
9288,3240,2887,7296,526,9,2496,150752,1.66,0.35,2.15,2,983
11199,4903,3276,8149,1878,9,2352,185086,1.27,1.01,2.65,2,872
6565,3531,2301,4378,842,9,1298,122258,1.06,0.69,2.89,2,944
8015,2926,2541,6284,518,9,2216,136228,1.63,0.38,2.15,2,1020
9447,5044,3388,7757,1860,9,2992,175234,1.71,1.06,2.88,2,853
6649,1637,1428,4782,276,9,1436,92773,1.55,0.3,1.76,2,918
10108,4420,3666,6853,1010,9,1786,174495,1.02,0.58,2.53,2,898
7840,4269,3343,5539,490,9,1828,156939,1.16,0.31,2.72,2,864
8982,4515,3163,6735,1540,9,2254,154611,1.46,1.0,2.92,2,959
11567,5529,4196,9079,1560,9,3252,200373,1.62,0.78,2.76,2,876
9109,3269,2441,6857,808,9,2068,143046,1.45,0.56,2.29,2,933
8355,3674,3067,6589,910,9,2520,150787,1.67,0.6,2.44,2,992
8668,3427,3224,6445,396,9,2146,155261,1.38,0.26,2.21,2,920
9796,5305,3513,7802,1908,9,3046,181289,1.68,1.05,2.93,2,945
7549,2623,2035,5890,654,9,2104,111755,1.88,0.59,2.35,2,987
9379,3751,2791,6306,862,9,1446,141383,1.02,0.61,2.65,2,953
7930,2905,2297,5241,1176,9,1204,119481,1.01,0.98,2.43,2,823
6379,2376,2118,3435,298,9,302,105255,0.29,0.28,2.26,2,947
8047,3800,2824,5806,536,9,1838,145013,1.27,0.37,2.62,2,791
10044,5403,4096,6329,714,9,1488,187435,0.79,0.38,2.88,2,914
10546,4096,3119,7312,436,9,1840,170953,1.08,0.26,2.4,2,953
8834,4322,3150,6469,1768,9,2058,157209,1.31,1.12,2.75,2,910
9373,4288,3119,7455,1048,9,2630,161672,1.63,0.65,2.65,2,863
5963,2808,2304,4290,540,9,1418,107015,1.33,0.5,2.62,2,853
10879,3716,3083,7367,376,9,1708,172497,0.99,0.22,2.15,2,980
10122,4624,3593,5758,520,9,664,170994,0.39,0.3,2.7,2,784
8961,4561,3291,6023,1470,9,1488,156623,0.95,0.94,2.91,2,899
7534,2959,2271,4834,952,9,1020,121716,0.84,0.78,2.43,2,931
9656,3564,2924,7299,814,9,2204,145780,1.51,0.56,2.44,2,910
10875,4277,3470,7777,1362,9,2246,181871,1.23,0.75,2.35,2,969
10294,4487,3500,8418,1694,9,3154,178593,1.77,0.95,2.51,2,782
10541,4340,3345,7148,860,9,1618,164800,0.98,0.52,2.63,2,956
6676,3071,2389,4624,1228,9,1298,117637,1.1,1.04,2.61,2,969
12008,6463,4553,9738,1972,9,3878,225122,1.72,0.88,2.87,2,886
8673,4548,3256,6792,1984,9,2620,156840,1.67,1.26,2.9,2,958
7694,3055,2275,5545,1458,9,1684,132060,1.28,1.1,2.31,2,833
4466,2357,1601,3547,690,9,1522,80828,1.88,0.85,2.92,2,919
8132,4133,3216,6452,1062,9,2570,161353,1.59,0.66,2.56,2,1008
8889,3937,2675,6736,1936,9,2042,149725,1.36,1.29,2.63,2,847
10158,4810,4015,6936,404,9,2018,187671,1.08,0.22,2.56,2,984
8064,3331,2542,5315,552,9,1326,136981,0.97,0.4,2.43,2,825
7788,3474,2638,5637,1654,9,1900,137691,1.38,1.2,2.52,2,897
8360,3807,2794,5559,592,9,1236,140049,0.88,0.42,2.72,2,857
5480,2339,1764,4123,916,9,1458,98273,1.48,0.93,2.38,2,898
8509,4341,3147,7727,1732,9,3456,153870,2.25,1.13,2.82,2,928
8519,3153,2443,5332,376,9,1092,136793,0.8,0.27,2.3,2,985
5679,3385,1948,4135,1366,9,1478,104036,1.42,1.31,3.25,2,915
6861,3349,2331,4889,704,9,1432,114945,1.25,0.61,2.91,2,912
11620,5444,3588,8203,1912,9,2148,180240,1.19,1.06,3.02,2,933
12076,5237,3975,7680,536,9,1478,193973,0.76,0.28,2.7,2,952
6717,2969,2402,4385,532,9,1144,114671,1.0,0.46,2.59,2,876
9522,3591,2456,6315,834,9,1396,137776,1.01,0.61,2.61,2,892
7140,3616,2574,5979,1698,9,2374,134911,1.76,1.26,2.68,2,833
6750,2570,2216,3960,554,9,586,105276,0.56,0.53,2.44,2,932
12470,5166,3591,8321,1254,9,1806,194423,0.93,0.64,2.66,2,1019
7689,2594,1910,5428,1070,9,1466,115253,1.27,0.93,2.25,2,802
8196,4043,2576,5988,1498,9,1768,132955,1.33,1.13,3.04,2,913
7099,3739,2442,4650,818,9,1164,115865,1.0,0.71,3.23,2,921
7650,3332,2423,5009,920,9,1266,134730,0.94,0.68,2.47,2,891
11474,5172,3863,7711,1228,9,1954,199094,0.98,0.62,2.6,2,920
5645,1929,1688,3611,36,9,742,85281,0.87,0.04,2.26,2,855
5219,2417,1977,3392,484,9,876,98411,0.89,0.49,2.46,2,930
9007,4655,3342,6927,826,9,2460,167594,1.47,0.49,2.78,2,847
5803,2562,1872,3638,622,9,870,88948,0.98,0.7,2.88,2,915
12118,5016,3778,9466,1690,9,3202,191906,1.67,0.88,2.61,2,808
8799,3087,2791,5100,134,9,568,138091,0.41,0.1,2.24,2,911
8500,3907,2539,5742,818,9,1234,135005,0.91,0.61,2.89,2,914
9144,5033,3558,6806,1756,9,2222,177858,1.25,0.99,2.83,2,892
4521,1828,1765,3784,46,9,1696,82518,2.06,0.06,2.22,2,1009
8924,3382,2816,5911,154,9,1394,143387,0.97,0.11,2.36,2,1014
8678,3679,2701,5288,544,9,828,148294,0.56,0.37,2.48,2,938
9461,3399,3057,5376,38,9,642,152737,0.42,0.02,2.23,2,987
10829,5306,3497,8687,1664,9,3256,185827,1.75,0.9,2.86,2,876
10220,4660,3820,7282,926,9,2286,178822,1.28,0.52,2.61,2,935
8007,4272,3129,7127,1348,9,3236,148333,2.18,0.91,2.88,2,860
6641,2741,2429,4419,82,9,1238,120772,1.03,0.07,2.27,2,915
13407,6808,4931,9276,1932,9,2426,236058,1.03,0.82,2.88,2,861
9748,4158,3266,7235,438,9,2234,155996,1.43,0.28,2.67,2,942
7677,3059,2816,5363,142,9,1640,135941,1.21,0.1,2.25,2,939
7840,3026,2132,7071,1470,9,3140,124497,2.52,1.18,2.43,2,856
10135,3935,3320,6428,26,9,1362,170826,0.8,0.02,2.3,2,951
13506,5308,4299,9863,1396,9,2904,225891,1.29,0.62,2.35,2,888
9768,3840,2981,6509,846,9,1424,152606,0.93,0.55,2.52,2,970
8943,3177,2769,6801,358,9,2062,146100,1.41,0.25,2.17,2,943
9976,3942,3161,5691,430,9,564,158740,0.36,0.27,2.48,2,927
10494,4646,3033,7451,1952,9,2058,170192,1.21,1.15,2.73,2,967
6942,2208,1593,4801,442,9,1148,99701,1.15,0.44,2.21,2,902
9479,5035,3697,7542,1018,9,2878,176239,1.63,0.58,2.86,2,973
6992,2064,1325,4363,320,9,692,90093,0.77,0.36,2.29,2,885
9362,4176,3102,6883,1166,9,2048,160689,1.27,0.73,2.6,2,941
7228,3102,2559,3871,194,9,266,120888,0.22,0.16,2.57,2,1006
12107,5299,4007,7844,1082,9,1674,204002,0.82,0.53,2.6,2,884
10754,4809,3209,7688,1700,9,2082,164307,1.27,1.03,2.93,2,980
8408,2617,2097,5574,866,9,1294,117994,1.1,0.73,2.22,2,890
10445,3673,2550,7595,1012,9,2102,150918,1.39,0.67,2.43,2,907
8271,3841,2999,5780,364,9,1604,141917,1.13,0.26,2.71,2,827
7876,3996,3103,6929,1326,9,3080,149995,2.05,0.88,2.66,2,960
9452,3804,2912,6997,1258,9,2210,163868,1.35,0.77,2.32,2,1011
9169,4158,3026,7194,1922,9,2710,157834,1.72,1.22,2.63,2,984
7255,3205,2447,4060,96,9,484,127372,0.38,0.08,2.52,2,930
8653,5089,3412,6234,1846,9,2076,160605,1.29,1.15,3.17,2,907
10319,5703,3912,7978,1890,9,2834,194752,1.46,0.97,2.93,2,923
8882,3729,2730,6594,1666,9,2122,147422,1.44,1.13,2.53,2,857
9776,4516,3065,6717,1704,9,1706,160765,1.06,1.06,2.81,2,966
5718,2298,2081,4761,346,9,2030,104781,1.94,0.33,2.19,2,945
9234,5223,3678,6304,1624,9,1852,175183,1.06,0.93,2.98,2,918
9187,4352,3232,6905,1134,9,2174,154901,1.4,0.73,2.81,2,947
11984,4252,3886,7856,12,9,1742,194843,0.89,0.01,2.18,2,880
7609,3351,1875,5319,1278,9,1352,113104,1.2,1.13,2.96,2,915
10220,4195,2903,8052,1800,9,2718,165053,1.65,1.09,2.54,2,854
7699,3360,2696,5167,490,9,1438,139306,1.03,0.35,2.41,2,867
8153,4740,3305,6331,1490,9,2332,161899,1.44,0.92,2.93,2,833
9860,4842,3494,7173,812,9,2280,164491,1.39,0.49,2.94,2,966
6622,1851,1574,5523,434,9,2018,95318,2.12,0.46,1.94,2,921
5907,2306,1999,3635,332,9,864,103029,0.84,0.32,2.24,2,933
7521,2393,1562,4395,166,9,358,96254,0.37,0.17,2.49,2,911
7543,2427,1988,5963,128,9,2080,115671,1.8,0.11,2.1,2,855
7736,3935,2430,5805,1568,9,1840,127864,1.44,1.23,3.08,2,941
12156,5581,3904,8224,1752,9,1926,205426,0.94,0.85,2.72,2,829
11971,5033,3674,8852,1980,9,2644,192578,1.37,1.03,2.61,2,917
8337,4149,2573,6669,1796,9,2390,142186,1.68,1.26,2.92,2,817
8281,3292,2703,7161,1138,9,3048,143603,2.12,0.79,2.29,2,893
8732,3077,2428,5972,850,9,1562,125012,1.25,0.68,2.46,2,831
9100,3777,2829,6791,998,9,2152,144160,1.49,0.69,2.62,2,924
9798,3911,2996,7606,1134,9,2694,157731,1.71,0.72,2.48,2,925
8525,2489,2002,5333,704,9,810,128501,0.63,0.55,1.94,2,924
13090,5550,3934,9644,1892,9,2850,206366,1.38,0.92,2.69,2,896
8906,3228,2697,6127,236,9,1408,133597,1.05,0.18,2.42,2,885
8736,4083,3047,5762,1408,9,1474,163696,0.9,0.86,2.49,2,933
10389,4239,2808,7169,1738,9,1744,152726,1.14,1.14,2.78,2,862
8901,3517,2642,6566,890,9,1876,143199,1.31,0.62,2.46,2,912
7602,2973,2341,5029,302,9,1214,114985,1.06,0.26,2.59,2,814
5253,2488,1913,3451,302,9,904,79830,1.13,0.38,3.12,2,914
6956,3991,2887,5820,1726,9,2524,134767,1.87,1.28,2.96,2,952
9714,4034,3249,7742,1252,9,2710,173025,1.57,0.72,2.33,2,911
7123,2781,2390,5024,464,9,1570,115373,1.36,0.4,2.41,2,937
8123,3087,2453,5252,742,9,1192,131998,0.9,0.56,2.34,2,867
11447,5510,4071,8523,1328,9,2810,196714,1.43,0.68,2.8,2,948
9415,3523,2711,6811,1346,9,2028,149706,1.35,0.9,2.35,2,896
6418,1734,1588,3774,136,9,434,94383,0.46,0.14,1.84,2,983
6901,3887,2991,5207,514,9,1948,129472,1.5,0.4,3.0,2,915
10793,4375,3443,8974,1664,9,3456,179393,1.93,0.93,2.44,2,889
7639,3804,3073,5804,192,9,2048,138853,1.47,0.14,2.74,2,811
10075,4663,3175,6782,1038,9,1696,160347,1.06,0.65,2.91,2,946
10272,4122,3191,7571,1714,9,2370,182491,1.3,0.94,2.26,2,833
10830,4547,3484,7389,418,9,1714,167459,1.02,0.25,2.72,2,927
10946,4661,3794,8195,864,9,2510,184259,1.36,0.47,2.53,2,860
8832,3642,2611,7311,1296,9,2740,137715,1.99,0.94,2.64,2,910
10101,3585,3188,7098,90,9,2026,167754,1.21,0.05,2.14,2,918
9491,3766,2883,6956,718,9,2210,159448,1.39,0.45,2.36,2,902
9868,4235,3416,7064,494,9,2044,170642,1.2,0.29,2.48,2,988
7630,3221,2340,6002,1326,9,2024,124375,1.63,1.07,2.59,2,853
10593,4197,3004,8388,1916,9,2954,165886,1.78,1.16,2.53,2,889
7664,4143,3001,5057,648,9,1362,141566,0.96,0.46,2.93,2,846
11371,4358,3211,7851,422,9,1884,168119,1.12,0.25,2.59,2,925
9723,2908,2187,7499,836,9,2368,132047,1.79,0.63,2.2,2,924
6946,4216,2724,4859,1492,9,1552,129995,1.19,1.15,3.24,2,906
11512,5383,3756,7437,1252,9,1556,197247,0.79,0.63,2.73,2,836
5790,2227,1988,3730,308,9,888,94916,0.94,0.32,2.35,2,948
9368,3865,3142,6132,484,9,1386,147428,0.94,0.33,2.62,2,931
5977,2876,2149,3302,56,9,426,102163,0.42,0.05,2.82,2,839
9326,4649,3673,7343,1388,9,2760,167852,1.64,0.83,2.77,2,955
8157,3641,2565,6654,1396,9,2662,134613,1.98,1.04,2.7,2,800
7707,3333,2649,5330,568,9,1390,123480,1.13,0.46,2.7,2,918
8389,4174,3003,4846,370,9,862,152602,0.56,0.24,2.74,2,868
3462,1383,1135,1706,130,9,180,62164,0.29,0.21,2.22,2,921
7760,4347,3251,6700,1478,9,2910,148466,1.96,1.0,2.93,2,925
5424,2599,2077,3123,56,9,554,93281,0.59,0.06,2.79,2,914
8940,3524,2823,6322,1052,9,1748,151860,1.15,0.69,2.32,2,803
7217,2910,2033,4625,88,9,844,106856,0.79,0.08,2.72,2,938
13768,6107,4571,10568,1504,9,3456,229672,1.5,0.65,2.66,2,932
8862,4943,3342,6521,1682,9,2048,156302,1.31,1.08,3.16,2,914
9215,4310,3394,5870,642,9,1476,157688,0.94,0.41,2.73,2,916
7353,2934,2230,5160,242,9,1426,118218,1.21,0.2,2.48,2,944
6231,2941,2190,5136,844,9,2066,111296,1.86,0.76,2.64,2,974
7661,4193,2847,5210,946,9,1508,135694,1.11,0.7,3.09,2,926
9274,3491,2696,5992,200,9,1168,149254,0.78,0.13,2.34,2,910
8166,2805,2180,5012,822,9,914,121555,0.75,0.68,2.31,2,831
7962,3684,2671,7143,1586,9,3096,140758,2.2,1.13,2.62,2,915
10918,5170,3946,7520,724,9,2136,192968,1.11,0.38,2.68,2,801
11192,4233,3273,9016,1238,9,3210,173287,1.85,0.71,2.44,2,958
7955,2763,2122,4654,40,9,518,122732,0.42,0.03,2.25,2,936
9512,4682,3615,6854,398,9,2256,164379,1.37,0.24,2.85,2,936
8067,2871,2059,5316,278,9,1110,117393,0.95,0.24,2.45,2,984
7167,3965,2766,4644,650,9,1176,134155,0.88,0.48,2.96,2,888
11512,4404,3473,8467,622,9,2502,173634,1.44,0.36,2.54,2,851
10738,5189,3648,8692,1698,9,3246,178377,1.82,0.95,2.91,2,897
8677,3907,2791,6819,990,9,2394,145524,1.65,0.68,2.68,2,898
9477,4372,3257,7585,1714,9,2818,169760,1.66,1.01,2.58,2,854
11191,4580,3376,8927,1746,9,3094,180161,1.72,0.97,2.54,2,946
8589,3052,2533,4891,464,9,546,141100,0.39,0.33,2.16,2,778
5319,2491,1630,4174,1556,9,1686,89394,1.89,1.74,2.79,2,951
9593,5311,3789,7074,1626,9,2486,176944,1.4,0.92,3.0,2,827
11269,3476,3083,7309,656,9,1426,172481,0.83,0.38,2.02,2,919
7708,3174,2396,5514,1198,9,1614,122205,1.32,0.98,2.6,2,856
12495,5376,3797,9881,1564,9,3374,201378,1.68,0.78,2.67,2,910
8201,3836,2933,5298,518,9,1220,143758,0.85,0.36,2.67,2,973
6506,3371,2603,4552,992,9,1398,120865,1.16,0.82,2.79,2,910
7072,4402,3121,6208,928,9,2846,132800,2.14,0.7,3.31,2,1025
10964,4727,3529,6661,706,9,980,174876,0.56,0.4,2.7,2,943
9169,4123,2821,7544,1328,9,2874,149561,1.92,0.89,2.76,2,948
9743,3483,2821,6626,908,9,1592,154193,1.03,0.59,2.26,2,858
8460,3882,2879,7228,1742,9,3078,153274,2.01,1.14,2.53,2,996
6770,3772,2553,4479,724,9,1192,127396,0.94,0.57,2.96,2,867
10043,4214,3548,7728,714,9,2600,170195,1.53,0.42,2.48,2,898
9218,5828,4187,7673,1876,9,3242,183747,1.76,1.02,3.17,2,815
7921,3603,2349,5296,706,9,1420,132909,1.07,0.53,2.71,2,943
12885,4760,3890,10125,1446,9,3438,211645,1.62,0.68,2.25,2,857
7822,3350,2505,6247,1188,9,2400,138034,1.74,0.86,2.43,2,942
